objectid,filename,title,volume,creator,month/season,date_exact,date,source,identifier,type,collection,format
gbby-57g078,https://archives.nd.edu/Bagby/GBBY-57g078.jpg,GBBY 57G/078: Nick Lukats: Football Player - 1930-1933,,University of Notre Dame Archives,,,1930-1933,https://archives.nd.edu/Bagby/GBBY-57g078.jpg,gbby-57g078,Still Image,Bagby Negatives,image/jpeg
gbby-57g079,https://archives.nd.edu/Bagby/GBBY-57g079.jpg,GBBY 57G/079: Nick Lukats: Football Player - 1930-1933,,University of Notre Dame Archives,,,1930-1933,https://archives.nd.edu/Bagby/GBBY-57g079.jpg,gbby-57g079,Still Image,Bagby Negatives,image/jpeg
gbby-57g080,https://archives.nd.edu/Bagby/GBBY-57g080.jpg,GBBY 57G/080: Ray Marelli: Football Player - 1925-1926,,University of Notre Dame Archives,,,1925-1926,https://archives.nd.edu/Bagby/GBBY-57g080.jpg,gbby-57g080,Still Image,Bagby Negatives,image/jpeg
gbby-57g081,https://archives.nd.edu/Bagby/GBBY-57g081.jpg,GBBY 57G/081: Ray Marelli: Football Player - 1925-1926,,University of Notre Dame Archives,,,1925-1926,https://archives.nd.edu/Bagby/GBBY-57g081.jpg,gbby-57g081,Still Image,Bagby Negatives,image/jpeg
gbby-57g082,https://archives.nd.edu/Bagby/GBBY-57g082.jpg,GBBY 57G/082: D.A. Martin (South Bend Policeman) - 1928,,University of Notre Dame Archives,,,1928,https://archives.nd.edu/Bagby/GBBY-57g082.jpg,gbby-57g082,Still Image,Bagby Negatives,image/jpeg
gbby-57g083,https://archives.nd.edu/Bagby/GBBY-57g083.jpg,GBBY 57G/083: Joe Maxwell: Football Player - 1924-1926,,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g083.jpg,gbby-57g083,Still Image,Bagby Negatives,image/jpeg
gbby-57g084,https://archives.nd.edu/Bagby/GBBY-57g084.jpg,GBBY 57G/084: Joe Maxwell: Football Player - 1924-1926,,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g084.jpg,gbby-57g084,Still Image,Bagby Negatives,image/jpeg
gbby-57g085,https://archives.nd.edu/Bagby/GBBY-57g085.jpg,GBBY 57G/085: Ed McCormick (South Bend Resident?) - c1920s,,University of Notre Dame Archives,,,1920s,https://archives.nd.edu/Bagby/GBBY-57g085.jpg,gbby-57g085,Still Image,Bagby Negatives,image/jpeg
gbby-57g086,https://archives.nd.edu/Bagby/GBBY-57g086.jpg,GBBY 57G/086: Charles McKinney: Football Player - 1926-1927,,University of Notre Dame Archives,,,1926-1927,https://archives.nd.edu/Bagby/GBBY-57g086.jpg,gbby-57g086,Still Image,Bagby Negatives,image/jpeg
gbby-57g087,https://archives.nd.edu/Bagby/GBBY-57g087.jpg,GBBY 57G/087: T.S. McLaughlin: Football Player - 1926,,University of Notre Dame Archives,,,1926,https://archives.nd.edu/Bagby/GBBY-57g087.jpg,gbby-57g087,Still Image,Bagby Negatives,image/jpeg
gbby-57g088,https://archives.nd.edu/Bagby/GBBY-57g088.jpg,GBBY 57G/088: John vs. McManmon: Football Player - 1924-1926,,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g088.jpg,gbby-57g088,Still Image,Bagby Negatives,image/jpeg
gbby-57g089,https://archives.nd.edu/Bagby/GBBY-57g089.jpg,GBBY 57G/089: John vs. McManmon: Football Player - 1924-1926,,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g089.jpg,gbby-57g089,Still Image,Bagby Negatives,image/jpeg
gbby-57g090,https://archives.nd.edu/Bagby/GBBY-57g090.jpg,GBBY 57G/090: John vs. McManmon: Football Player - 1924-1926,,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g090.jpg,gbby-57g090,Still Image,Bagby Negatives,image/jpeg
gbby-57g091,https://archives.nd.edu/Bagby/GBBY-57g091.jpg,GBBY 57G/091: John McMullan: Football Player - 1923-1925,,University of Notre Dame Archives,,,1923-1925,https://archives.nd.edu/Bagby/GBBY-57g091.jpg,gbby-57g091,Still Image,Bagby Negatives,image/jpeg
gbby-57g092,https://archives.nd.edu/Bagby/GBBY-57g092.jpg,GBBY 57G/092: John McMullan: Football Player - 1923-1925,,University of Notre Dame Archives,,,1923-1925,https://archives.nd.edu/Bagby/GBBY-57g092.jpg,gbby-57g092,Still Image,Bagby Negatives,image/jpeg
gbby-57g093,https://archives.nd.edu/Bagby/GBBY-57g093.jpg,GBBY 57G/093: Vince McNally: Football Player - 1925-1926,,University of Notre Dame Archives,,,1925-1926,https://archives.nd.edu/Bagby/GBBY-57g093.jpg,gbby-57g093,Still Image,Bagby Negatives,image/jpeg
gbby-57g094,https://archives.nd.edu/Bagby/GBBY-57g094.jpg,GBBY 57G/094: George Melinkovich: Football Player - 1931-1934,,University of Notre Dame Archives,,,1931-1934,https://archives.nd.edu/Bagby/GBBY-57g094.jpg,gbby-57g094,Still Image,Bagby Negatives,image/jpeg
gbby-57g095,https://archives.nd.edu/Bagby/GBBY-57g095.jpg,GBBY 57G/095: Bert Metzger: Football Player - 1928-1930,,University of Notre Dame Archives,,,1928-1930,https://archives.nd.edu/Bagby/GBBY-57g095.jpg,gbby-57g095,Still Image,Bagby Negatives,image/jpeg
gbby-57g096,https://archives.nd.edu/Bagby/GBBY-57g096.jpg,GBBY 57G/096: Edgar 'Rip' Miller: Football Player (GBBY 57G/096 is Damaged) - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g096.jpg,gbby-57g096,Still Image,Bagby Negatives,image/jpeg
gbby-57g097,https://archives.nd.edu/Bagby/GBBY-57g097.jpg,GBBY 57G/097: Don Miller: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g097.jpg,gbby-57g097,Still Image,Bagby Negatives,image/jpeg
gbby-57g098,https://archives.nd.edu/Bagby/GBBY-57g098.jpg,GBBY 57G/098: Don Miller: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g098.jpg,gbby-57g098,Still Image,Bagby Negatives,image/jpeg
gbby-57g099,https://archives.nd.edu/Bagby/GBBY-57g099.jpg,GBBY 57G/099: Fred Miller: Football Player - 1926-1928,,University of Notre Dame Archives,,,1926-1928,https://archives.nd.edu/Bagby/GBBY-57g099.jpg,gbby-57g099,Still Image,Bagby Negatives,image/jpeg
gbby-57g100,https://archives.nd.edu/Bagby/GBBY-57g100.jpg,GBBY 57G/100: Wayne Millner: Football Player - 1933-1935,,University of Notre Dame Archives,,,1933-1935,https://archives.nd.edu/Bagby/GBBY-57g100.jpg,gbby-57g100,Still Image,Bagby Negatives,image/jpeg
gbby-57g101,https://archives.nd.edu/Bagby/GBBY-57g101.jpg,GBBY 57G/101: Wayne Millner: Football Player - 1933-1935,,University of Notre Dame Archives,,,1933-1935,https://archives.nd.edu/Bagby/GBBY-57g101.jpg,gbby-57g101,Still Image,Bagby Negatives,image/jpeg
gbby-57g102,https://archives.nd.edu/Bagby/GBBY-57g102.jpg,GBBY 57G/102: Edgar (Rip) Miller: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g102.jpg,gbby-57g102,Still Image,Bagby Negatives,image/jpeg
gbby-57g103,https://archives.nd.edu/Bagby/GBBY-57g103.jpg,GBBY 57G/103: Edgar (Rip) Miller: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g103.jpg,gbby-57g103,Still Image,Bagby Negatives,image/jpeg
gbby-57g104,https://archives.nd.edu/Bagby/GBBY-57g104.jpg,GBBY 57G/104: George Murrin: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g104.jpg,gbby-57g104,Still Image,Bagby Negatives,image/jpeg
gbby-57g105,https://archives.nd.edu/Bagby/GBBY-57g105.jpg,GBBY 57G/105: John Niemiec: Football Player - 1926-1928,,University of Notre Dame Archives,,,1926-1928,https://archives.nd.edu/Bagby/GBBY-57g105.jpg,gbby-57g105,Still Image,Bagby Negatives,image/jpeg
gbby-57g106,https://archives.nd.edu/Bagby/GBBY-57g106.jpg,GBBY 57G/106: John Niemiec: Football Player - 1926-1928,,University of Notre Dame Archives,,,1926-1928,https://archives.nd.edu/Bagby/GBBY-57g106.jpg,gbby-57g106,Still Image,Bagby Negatives,image/jpeg
gbby-57g107,https://archives.nd.edu/Bagby/GBBY-57g107.jpg,GBBY 57G/107: Harry O'Boyle: Football B/W Glass Plate Negative ~ Player - 1924-1926,,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g107.jpg,gbby-57g107,Still Image,Bagby Negatives,image/jpeg
gbby-57g108,https://archives.nd.edu/Bagby/GBBY-57g108.jpg,GBBY 57G/108: Harry O'Boyle: Football Player - 1924-1926,,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g108.jpg,gbby-57g108,Still Image,Bagby Negatives,image/jpeg
gbby-57g109,https://archives.nd.edu/Bagby/GBBY-57g109.jpg,GBBY 57G/109: Harry O'Boyle: Football Player - 1924-1926,,University of Notre Dame Archives,,,1924-1926,https://archives.nd.edu/Bagby/GBBY-57g109.jpg,gbby-57g109,Still Image,Bagby Negatives,image/jpeg
gbby-57g110,https://archives.nd.edu/Bagby/GBBY-57g110.jpg,GBBY 57G/110: Art Parisien: Football Player - 1925-1926,,University of Notre Dame Archives,,,1925-1926,https://archives.nd.edu/Bagby/GBBY-57g110.jpg,gbby-57g110,Still Image,Bagby Negatives,image/jpeg
gbby-57g111,https://archives.nd.edu/Bagby/GBBY-57g111.jpg,GBBY 57G/111: Andrew (Andy) Pilney: Football Player - 1933-1935,,University of Notre Dame Archives,,,1933-1935,https://archives.nd.edu/Bagby/GBBY-57g111.jpg,gbby-57g111,Still Image,Bagby Negatives,image/jpeg
gbby-57g112,https://archives.nd.edu/Bagby/GBBY-57g112.jpg,GBBY 57G/112: Andrew (Andy) Pilney: Football Player - 1933-1935,,University of Notre Dame Archives,,,1933-1935,https://archives.nd.edu/Bagby/GBBY-57g112.jpg,gbby-57g112,Still Image,Bagby Negatives,image/jpeg
gbby-57g113,https://archives.nd.edu/Bagby/GBBY-57g113.jpg,GBBY 57G/113: Andrew (Andy) Pilney: Football Player - 1933-1935,,University of Notre Dame Archives,,,1933-1935,https://archives.nd.edu/Bagby/GBBY-57g113.jpg,gbby-57g113,Still Image,Bagby Negatives,image/jpeg
gbby-57g114,https://archives.nd.edu/Bagby/GBBY-57g114.jpg,GBBY 57G/114: Henry Pojman: Football Player - 1933-1935,,University of Notre Dame Archives,,,1933-1935,https://archives.nd.edu/Bagby/GBBY-57g114.jpg,gbby-57g114,Still Image,Bagby Negatives,image/jpeg
gbby-57g115,https://archives.nd.edu/Bagby/GBBY-57g115.jpg,GBBY 57G/115: Henry Pojman: Football Player - 1933-1935,,University of Notre Dame Archives,,,1933-1935,https://archives.nd.edu/Bagby/GBBY-57g115.jpg,gbby-57g115,Still Image,Bagby Negatives,image/jpeg
gbby-57g116,https://archives.nd.edu/Bagby/GBBY-57g116.jpg,GBBY 57G/116: John (Bull) Polisky: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g116.jpg,gbby-57g116,Still Image,Bagby Negatives,image/jpeg
gbby-57g117,https://archives.nd.edu/Bagby/GBBY-57g117.jpg,GBBY 57G/117: John (Bull) Polisky: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g117.jpg,gbby-57g117,Still Image,Bagby Negatives,image/jpeg
gbby-57g118,https://archives.nd.edu/Bagby/GBBY-57g118.jpg,GBBY 57G/118: Joe Prelli: Football Player - 1924-1927,,University of Notre Dame Archives,,,1924-1927,https://archives.nd.edu/Bagby/GBBY-57g118.jpg,gbby-57g118,Still Image,Bagby Negatives,image/jpeg
gbby-57g119,https://archives.nd.edu/Bagby/GBBY-57g119.jpg,GBBY 57G/119: William E. Ream: Football Player - 1933,,University of Notre Dame Archives,,,1933,https://archives.nd.edu/Bagby/GBBY-57g119.jpg,gbby-57g119,Still Image,Bagby Negatives,image/jpeg
gbby-57g120,https://archives.nd.edu/Bagby/GBBY-57g120.jpg,GBBY 57G/120: William E. Ream: Football Player - 1933,,University of Notre Dame Archives,,,1933,https://archives.nd.edu/Bagby/GBBY-57g120.jpg,gbby-57g120,Still Image,Bagby Negatives,image/jpeg
gbby-57g121,https://archives.nd.edu/Bagby/GBBY-57g121.jpg,GBBY 57G/121: William E. Ream: Football Player - 1933,,University of Notre Dame Archives,,,1933,https://archives.nd.edu/Bagby/GBBY-57g121.jpg,gbby-57g121,Still Image,Bagby Negatives,image/jpeg
gbby-57g122,https://archives.nd.edu/Bagby/GBBY-57g122.jpg,GBBY 57G/122: Charlie Riley: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g122.jpg,gbby-57g122,Still Image,Bagby Negatives,image/jpeg
gbby-57g123,https://archives.nd.edu/Bagby/GBBY-57g123.jpg,GBBY 57G/123: Charlie Riley: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g123.jpg,gbby-57g123,Still Image,Bagby Negatives,image/jpeg
gbby-57g124,https://archives.nd.edu/Bagby/GBBY-57g124.jpg,GBBY 57G/124: John Roach: Football Player - 1923-1926,,University of Notre Dame Archives,,,1923-1926,https://archives.nd.edu/Bagby/GBBY-57g124.jpg,gbby-57g124,Still Image,Bagby Negatives,image/jpeg
gbby-57g125,https://archives.nd.edu/Bagby/GBBY-57g125.jpg,GBBY 57G/125: John Roach: Football Player - 1923-1926,,University of Notre Dame Archives,,,1923-1926,https://archives.nd.edu/Bagby/GBBY-57g125.jpg,gbby-57g125,Still Image,Bagby Negatives,image/jpeg
gbby-57g126,https://archives.nd.edu/Bagby/GBBY-57g126.jpg,GBBY 57G/126: Tom Roach: Football Player - 1932-1933,,University of Notre Dame Archives,,,1932-1933,https://archives.nd.edu/Bagby/GBBY-57g126.jpg,gbby-57g126,Still Image,Bagby Negatives,image/jpeg
gbby-57g127,https://archives.nd.edu/Bagby/GBBY-57g127.jpg,GBBY 57G/127: Jack Robinson: Football Player - 1932-1934,,University of Notre Dame Archives,,,1932-1934,https://archives.nd.edu/Bagby/GBBY-57g127.jpg,gbby-57g127,Still Image,Bagby Negatives,image/jpeg
gbby-57g128,https://archives.nd.edu/Bagby/GBBY-57g128.jpg,GBBY 57G/128: Eddie Scharer: Football Player - 1924-1925,,University of Notre Dame Archives,,,1924-1925,https://archives.nd.edu/Bagby/GBBY-57g128.jpg,gbby-57g128,Still Image,Bagby Negatives,image/jpeg
gbby-57g129,https://archives.nd.edu/Bagby/GBBY-57g129.jpg,GBBY 57G/129: Paul Schrenker: Football Player - 1933-1934,,University of Notre Dame Archives,,,1933-1934,https://archives.nd.edu/Bagby/GBBY-57g129.jpg,gbby-57g129,Still Image,Bagby Negatives,image/jpeg
gbby-57g130,https://archives.nd.edu/Bagby/GBBY-57g130.jpg,GBBY 57G/130: Rocco Schiralli: Football Player - 1932-1934,,University of Notre Dame Archives,,,1932-1934,https://archives.nd.edu/Bagby/GBBY-57g130.jpg,gbby-57g130,Still Image,Bagby Negatives,image/jpeg
gbby-57g131,https://archives.nd.edu/Bagby/GBBY-57g131.jpg,GBBY 57G/131: Joe Sheeketski: Football Player - 1930-1932,,University of Notre Dame Archives,,,1930-1932,https://archives.nd.edu/Bagby/GBBY-57g131.jpg,gbby-57g131,Still Image,Bagby Negatives,image/jpeg
gbby-57g132,https://archives.nd.edu/Bagby/GBBY-57g132.jpg,GBBY 57G/132: John (Clipper) Smith: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g132.jpg,gbby-57g132,Still Image,Bagby Negatives,image/jpeg
gbby-57g133,https://archives.nd.edu/Bagby/GBBY-57g133.jpg,GBBY 57G/133: Pete (Red) Smith: Football Player - 1921,,University of Notre Dame Archives,,,1921,https://archives.nd.edu/Bagby/GBBY-57g133.jpg,gbby-57g133,Still Image,Bagby Negatives,image/jpeg
gbby-57g134,https://archives.nd.edu/Bagby/GBBY-57g134.jpg,GBBY 57G/134: Pete (Red) Smith: Football Player - 1921,,University of Notre Dame Archives,,,1921,https://archives.nd.edu/Bagby/GBBY-57g134.jpg,gbby-57g134,Still Image,Bagby Negatives,image/jpeg
gbby-57g135,https://archives.nd.edu/Bagby/GBBY-57g135.jpg,GBBY 57G/135: Augustus (Gus) Stange: Football Player - 1922-1923,,University of Notre Dame Archives,,,1922-1923,https://archives.nd.edu/Bagby/GBBY-57g135.jpg,gbby-57g135,Still Image,Bagby Negatives,image/jpeg
gbby-57g136,https://archives.nd.edu/Bagby/GBBY-57g136.jpg,GBBY 57G/136: Augustus (Gus) Stange: Football Player - 1922-1923,,University of Notre Dame Archives,,,1922-1923,https://archives.nd.edu/Bagby/GBBY-57g136.jpg,gbby-57g136,Still Image,Bagby Negatives,image/jpeg
gbby-57g137,https://archives.nd.edu/Bagby/GBBY-57g137.jpg,GBBY 57G/137: Ken Stilley: Football Player - 1933-1935,,University of Notre Dame Archives,,,1933-1935,https://archives.nd.edu/Bagby/GBBY-57g137.jpg,gbby-57g137,Still Image,Bagby Negatives,image/jpeg
gbby-57g138,https://archives.nd.edu/Bagby/GBBY-57g138.jpg,GBBY 57G/138: Harry Stuhldreher: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g138.jpg,gbby-57g138,Still Image,Bagby Negatives,image/jpeg
gbby-57g139,https://archives.nd.edu/Bagby/GBBY-57g139.jpg,GBBY 57G/139: Joseph (Joe) Sullivan: Football Player - 1933-1934,,University of Notre Dame Archives,,,1933-1934,https://archives.nd.edu/Bagby/GBBY-57g139.jpg,gbby-57g139,Still Image,Bagby Negatives,image/jpeg
gbby-57g140,https://archives.nd.edu/Bagby/GBBY-57g140.jpg,GBBY 57G/140: Dominic Vairo: Football Player - 1932-1934,,University of Notre Dame Archives,,,1932-1934,https://archives.nd.edu/Bagby/GBBY-57g140.jpg,gbby-57g140,Still Image,Bagby Negatives,image/jpeg
gbby-57g141,https://archives.nd.edu/Bagby/GBBY-57g141.jpg,GBBY 57G/141: Dominic Vairo: Football Player - 1932-1934,,University of Notre Dame Archives,,,1932-1934,https://archives.nd.edu/Bagby/GBBY-57g141.jpg,gbby-57g141,Still Image,Bagby Negatives,image/jpeg
gbby-57g142,https://archives.nd.edu/Bagby/GBBY-57g142.jpg,GBBY 57G/142: John (Ike) Voedisch: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g142.jpg,gbby-57g142,Still Image,Bagby Negatives,image/jpeg
gbby-57g143,https://archives.nd.edu/Bagby/GBBY-57g143.jpg,GBBY 57G/143: John (Ike) Voedisch: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g143.jpg,gbby-57g143,Still Image,Bagby Negatives,image/jpeg
gbby-57g144,https://archives.nd.edu/Bagby/GBBY-57g144.jpg,GBBY 57G/144: John Wallace: Football Player - 1923-1926,,University of Notre Dame Archives,,,1923-1926,https://archives.nd.edu/Bagby/GBBY-57g144.jpg,gbby-57g144,Still Image,Bagby Negatives,image/jpeg
gbby-57g145,https://archives.nd.edu/Bagby/GBBY-57g145.jpg,GBBY 57G/145: John Wallace: Football Player - 1923-1926,,University of Notre Dame Archives,,,1923-1926,https://archives.nd.edu/Bagby/GBBY-57g145.jpg,gbby-57g145,Still Image,Bagby Negatives,image/jpeg
gbby-57g146,https://archives.nd.edu/Bagby/GBBY-57g146.jpg,GBBY 57G/146: John Wallace as Assistant Football Coach - 1927,,University of Notre Dame Archives,,,1927,https://archives.nd.edu/Bagby/GBBY-57g146.jpg,gbby-57g146,Still Image,Bagby Negatives,image/jpeg
gbby-57g147,https://archives.nd.edu/Bagby/GBBY-57g147.jpg,GBBY 57G/147: Adam Walsh: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g147.jpg,gbby-57g147,Still Image,Bagby Negatives,image/jpeg
gbby-57g148,https://archives.nd.edu/Bagby/GBBY-57g148.jpg,GBBY 57G/148: Adam Walsh: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g148.jpg,gbby-57g148,Still Image,Bagby Negatives,image/jpeg
gbby-57g149,https://archives.nd.edu/Bagby/GBBY-57g149.jpg,GBBY 57G/149: Adam Walsh: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g149.jpg,gbby-57g149,Still Image,Bagby Negatives,image/jpeg
gbby-57g150,https://archives.nd.edu/Bagby/GBBY-57g150.jpg,GBBY 57G/150: Adam Walsh: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g150.jpg,gbby-57g150,Still Image,Bagby Negatives,image/jpeg
gbby-57g151,https://archives.nd.edu/Bagby/GBBY-57g151.jpg,GBBY 57G/151: Charles (Chile) Walsh: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g151.jpg,gbby-57g151,Still Image,Bagby Negatives,image/jpeg
gbby-57g152,https://archives.nd.edu/Bagby/GBBY-57g152.jpg,GBBY 57G/152: Charles (Chile) Walsh: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g152.jpg,gbby-57g152,Still Image,Bagby Negatives,image/jpeg
gbby-57g153,https://archives.nd.edu/Bagby/GBBY-57g153.jpg,GBBY 57G/153: Charles (Chile) Walsh: Football Player - 1925-1927,,University of Notre Dame Archives,,,1925-1927,https://archives.nd.edu/Bagby/GBBY-57g153.jpg,gbby-57g153,Still Image,Bagby Negatives,image/jpeg
gbby-57g154,https://archives.nd.edu/Bagby/GBBY-57g154.jpg,GBBY 57G/154: Earl? Walsh: Football Player - 1921,,University of Notre Dame Archives,,,1921,https://archives.nd.edu/Bagby/GBBY-57g154.jpg,gbby-57g154,Still Image,Bagby Negatives,image/jpeg
gbby-57g155,https://archives.nd.edu/Bagby/GBBY-57g155.jpg,GBBY 57G/155: John Weibel: Football Player - 1922-1924,,University of Notre Dame Archives,,,1922-1924,https://archives.nd.edu/Bagby/GBBY-57g155.jpg,gbby-57g155,Still Image,Bagby Negatives,image/jpeg
